mse,psnr,ssim,lpips,time,model,lambda,delta
0.05113825631245373, 12.912540844205543, 0.53961116, 0.5442994832992554, 88.3554859161377, nnL1, 0.0001, 0
0.02315975209472948, 16.35266093669439, 0.7531151, 0.39944660663604736, 73.08196783065796, nnL1, 0.0001, 0
0.13877497990367113, 8.576888268872953, 0.42324314, 0.6612363457679749, 73.82335257530212, nnL1, 0.0001, 0
0.3315019082869717, 4.7951396724075765, 0.4932101, 0.7059579491615295, 74.88017344474792, nnL1, 0.0001, 0
0.012206890732765353, 19.133949428989496, 0.58101183, 0.3328193426132202, 131.2227761745453, nnL1, 0.0001, 0
0.06562494625709114, 11.829310392470658, 0.53695816, 0.5825799703598022, 83.75336790084839, nnL1, 0.0001, 0
0.11504881533934437, 9.391178489139342, 0.49177352, 0.5805224776268005, 77.3313136100769, nnL1, 0.0001, 0
0.029383599657848068, 15.318950017459334, 0.6876035, 0.29566487669944763, 87.13846755027771, nnL1, 0.0001, 0
0.01907187650091683, 17.196065741852433, 0.7006414, 0.4528340697288513, 54.917277336120605, nnL1, 0.0001, 0
0.026296733475403785, 15.800981953016231, 0.61999965, 0.7018604278564453, 87.47683691978455, nnL1, 0.0001, 0
0.1843590480057485, 7.34335543153927, 0.43989304, 0.7443510293960571, 94.56174635887146, nnL1, 0.0001, 0
0.06295900633051726, 12.009421349783862, 0.51126766, 0.6687663197517395, 88.88962197303772, nnL1, 0.0001, 0
0.23411227593084377, 6.305758130045923, 0.5053853, 0.6253388524055481, 65.14813470840454, nnL1, 0.0001, 0
0.11119170154810563, 9.539276237822744, 0.36681125, 0.7863460779190063, 80.54382681846619, nnL1, 0.0001, 0
0.030292596860752936, 15.186634947769843, 0.44597098, 0.7289737462997437, 73.79348516464233, nnL1, 0.0001, 0
0.046064464181486756, 13.366339761538493, 0.39071915, 0.7791335582733154, 68.50919914245605, nnL1, 0.0001, 0
0.07967274197526623, 10.986902361263118, 0.5675438, 0.5680029392242432, 89.5557849407196, nnL1, 0.0001, 0
0.00799286746128437, 20.972973884951642, 0.58715796, 0.4322966933250427, 125.773366689682, nnL1, 0.0001, 0
0.1076780298538484, 9.678728991772088, 0.5272096, 0.6451900005340576, 67.63151979446411, nnL1, 0.0001, 0
0.1594945530197501, 7.9725414416704705, 0.3077017, 0.7012768387794495, 100.50324201583862, nnL1, 0.0001, 0
0.047024819737614076, 13.276728605752348, 0.61178017, 0.6228365898132324, 78.06051254272461, nnL1, 0.0001, 0
0.020332824883684812, 16.91802279691071, 0.47036958, 0.6556243300437927, 73.73049402236938, nnL1, 0.0001, 0
0.08383546789865864, 10.765722074572563, 0.43346992, 0.8125957250595093, 72.61236929893494, nnL1, 0.0001, 0
0.034196835948190264, 14.660140750494193, 0.5081114, 0.7069525718688965, 84.83222794532776, nnL1, 0.0001, 0
0.028082504036041744, 15.515641700269246, 0.6154217, 0.7045443058013916, 55.49417495727539, nnL1, 0.0001, 0
0.12001631178078649, 9.207597236611093, 0.53283006, 0.5886815786361694, 78.31281280517578, nnL1, 0.0001, 0
0.03051437789189196, 15.154954797422091, 0.6287443, 0.46731871366500854, 105.90197730064392, nnL1, 0.0001, 0
0.016626076812696785, 17.792102173831868, 0.7619048, 0.3315456509590149, 105.06217765808105, nnL1, 0.0001, 0
0.07873220327784543, 11.038475948932849, 0.40280053, 0.7478099465370178, 62.765565395355225, nnL1, 0.0001, 0
0.062329558663779636, 12.05305948201275, 0.4282932, 0.7271105051040649, 100.99169898033142, nnL1, 0.0001, 0
0.11550849440372674, 9.373860769232092, 0.38309953, 0.7915517687797546, 70.05843234062195, nnL1, 0.0001, 0
0.049413315009331035, 13.061560094587652, 0.39580044, 0.6330482959747314, 92.47869348526001, nnL1, 0.0001, 0
0.018959209334362168, 17.22179778225988, 0.49333206, 0.7217409610748291, 61.92010736465454, nnL1, 0.0001, 0
0.023521572747114028, 16.285336429463545, 0.52629066, 0.5828663110733032, 80.87699246406555, nnL1, 0.0001, 0
0.30504906251089314, 5.156303053608957, 0.35580397, 0.830345630645752, 62.88165736198425, nnL1, 0.0001, 0
0.035242007153356826, 14.529393649931423, 0.5374029, 0.6518568992614746, 85.09416151046753, nnL1, 0.0001, 0
0.18042027888075415, 7.43714650213993, 0.5165886, 0.7228732109069824, 59.169517517089844, nnL1, 0.0001, 0
0.03984591547551403, 13.996161906382858, 0.6605132, 0.6234022378921509, 64.55572414398193, nnL1, 0.0001, 0
0.03552101112092944, 14.495146803374062, 0.4999636, 0.5610438585281372, 128.5313379764557, nnL1, 0.0001, 0
0.15605538123751506, 8.067212510200251, 0.6017204, 0.6385016441345215, 71.59515881538391, nnL1, 0.0001, 0
0.10495809991019028, 9.789840400681562, 0.4043915, 0.7231975793838501, 76.27391791343689, nnL1, 0.0001, 0
0.024746380273487457, 16.064883176280826, 0.5948684, 0.5793619751930237, 77.99571228027344, nnL1, 0.0001, 0
0.06270240458586503, 12.02715804012215, 0.4221895, 0.7469455003738403, 89.81902408599854, nnL1, 0.0001, 0
0.01125218586479372, 19.487631027254984, 0.6696456, 0.43219509720802307, 113.7825391292572, nnL1, 0.0001, 0
0.13729280400353192, 8.623522250608218, 0.53859025, 0.6460753083229065, 60.63432860374451, nnL1, 0.0001, 0
0.06185860574261534, 12.085998729702869, 0.5261922, 0.6900942325592041, 65.60761618614197, nnL1, 0.0001, 0
0.17923424364871568, 7.465790124924407, 0.39897427, 0.6906641721725464, 91.7569191455841, nnL1, 0.0001, 0
0.037838991211284895, 14.22060450420677, 0.47796512, 0.6258141994476318, 89.77035164833069, nnL1, 0.0001, 0
0.28114664494343056, 5.510670947661684, 0.22171746, 0.7613334655761719, 86.259108543396, nnL1, 0.0001, 0
0.07523308871911259, 11.235911077125113, 0.57832, 0.5366753935813904, 66.29859519004822, nnL1, 0.0001, 0
0.014249505215881345, 18.4620021535674, 0.61481637, 0.473528116941452, 100.19514298439026, nnL1, 0.0001, 0
0.13122771867351724, 8.81974421092296, 0.530381, 0.7074988484382629, 56.77356195449829, nnL1, 0.0001, 0
0.0021008037037905203, 26.77614525577536, 0.8747206, 0.14911480247974396, 63.94940495491028, nnL1, 0.0001, 0
0.07475724949648366, 11.263466857639674, 0.35618547, 0.763740599155426, 80.5804374217987, nnL1, 0.0001, 0
0.09434539324841791, 10.252793009641918, 0.34739336, 0.6617077589035034, 69.35762310028076, nnL1, 0.0001, 0
0.10690767017586032, 9.709911348702514, 0.42293635, 0.7015385627746582, 64.0735924243927, nnL1, 0.0001, 0
0.06766241242642554, 11.696525219957614, 0.5060592, 0.6560590267181396, 89.26446032524109, nnL1, 0.0001, 0
0.008707766384430101, 20.600932309072245, 0.71406984, 0.5707988739013672, 69.60109901428223, nnL1, 0.0001, 0
0.20409356546305782, 6.901706872385524, 0.25496486, 0.6515506505966187, 95.21599340438843, nnL1, 0.0001, 0
0.06408895098903226, 11.93216836910288, 0.51709235, 0.5797571539878845, 85.05139875411987, nnL1, 0.0001, 0
0.056038880035205844, 12.515105528900177, 0.5142967, 0.641796886920929, 83.53550028800964, nnL1, 0.0001, 0
0.10957597755365157, 9.602846462111888, 0.57997006, 0.6293516755104065, 65.43029808998108, nnL1, 0.0001, 0
0.02733479147822825, 15.63284234748471, 0.64885294, 0.2902287542819977, 52.163140296936035, nnL1, 0.0001, 0
0.1482562731293503, 8.28986921384798, 0.4418081, 0.7846909165382385, 62.655723333358765, nnL1, 0.0001, 0
0.014013751382561826, 18.53445591576229, 0.66963863, 0.4814058244228363, 68.27548575401306, nnL1, 0.0001, 0
0.05657258377458878, 12.473939857739735, 0.53015494, 0.5188009738922119, 76.73069262504578, nnL1, 0.0001, 0
0.14296231396971792, 8.447784310106186, 0.3095597, 0.7943248748779297, 78.39532351493835, nnL1, 0.0001, 0
0.11557269802740085, 9.371447480646898, 0.32929125, 0.7631988525390625, 68.81525921821594, nnL1, 0.0001, 0
0.00721397917096601, 21.418251159610413, 0.77884215, 0.2326299548149109, 95.89036870002747, nnL1, 0.0001, 0
0.018217653691324366, 17.395075579078746, 0.58411866, 0.5581007599830627, 94.2301504611969, nnL1, 0.0001, 0
0.057072341785870895, 12.435743071633947, 0.3842534, 0.7686015963554382, 87.2096540927887, nnL1, 0.0001, 0
0.009008078549365977, 20.45367835480355, 0.60697174, 0.5003620386123657, 79.31231474876404, nnL1, 0.0001, 0
0.019297457856050016, 17.14499898857853, 0.572666, 0.4470897912979126, 102.14356732368469, nnL1, 0.0001, 0
0.04735239852728397, 13.24658017911351, 0.64430267, 0.41674721240997314, 58.66660809516907, nnL1, 0.0001, 0
0.12803634167482683, 8.926667432527834, 0.24488218, 0.7906308770179749, 89.21178698539734, nnL1, 0.0001, 0
0.17873182771924462, 7.477981034986392, 0.36866018, 0.7126199007034302, 92.57224011421204, nnL1, 0.0001, 0
0.07924694617802054, 11.010174645498081, 0.4337132, 0.719755232334137, 78.58225917816162, nnL1, 0.0001, 0
0.03562003194182272, 14.483056954244, 0.39050317, 0.5519852638244629, 101.5972089767456, nnL1, 0.0001, 0
0.08395577569599659, 10.759494214244667, 0.6106687, 0.662733256816864, 70.39876413345337, nnL1, 0.0001, 0
0.10737682125196835, 9.690894568932078, 0.52596134, 0.6303015947341919, 58.24825167655945, nnL1, 0.0001, 0
0.11426061627973534, 9.421034378444652, 0.512301, 0.6875455379486084, 75.02621650695801, nnL1, 0.0001, 0
0.035240956805151054, 14.529523088423863, 0.36005107, 0.578759491443634, 104.53843545913696, nnL1, 0.0001, 0
0.11201637695849317, 9.507184781980747, 0.45561633, 0.6772847175598145, 85.26259136199951, nnL1, 0.0001, 0
0.016077791744058392, 17.93773601061934, 0.5627356, 0.43621236085891724, 94.54617190361023, nnL1, 0.0001, 0
0.03243258583448738, 14.89018423856194, 0.6178283, 0.5305102467536926, 72.91416239738464, nnL1, 0.0001, 0
0.1968701069889783, 7.058202226902931, 0.4890664, 0.7774955034255981, 61.55097675323486, nnL1, 0.0001, 0
0.10911985266095112, 9.620962290931965, 0.24693756, 0.6560185551643372, 91.65614485740662, nnL1, 0.0001, 0
0.02343084900839327, 16.302119746134515, 0.62350696, 0.5480043888092041, 43.15862727165222, nnL1, 0.0001, 0
0.025432352520738877, 15.946134652462172, 0.491696, 0.6100556254386902, 98.32466912269592, nnL1, 0.0001, 0
0.11635780613566377, 9.342044757384652, 0.4572802, 0.7473244667053223, 68.3697509765625, nnL1, 0.0001, 0
0.027516518295223658, 15.604065188678893, 0.7443042, 0.44907402992248535, 76.9246814250946, nnL1, 0.0001, 0
0.08302463039831226, 10.80793049078939, 0.51547444, 0.7339568138122559, 59.4914870262146, nnL1, 0.0001, 0
0.08132607486745443, 10.897701880409521, 0.3880802, 0.6757791638374329, 96.52299904823303, nnL1, 0.0001, 0
0.0676106049241222, 11.699851783364313, 0.28840122, 0.6971812844276428, 75.75148677825928, nnL1, 0.0001, 0
0.036767675148980564, 14.345338300683, 0.52534324, 0.619922935962677, 91.02178812026978, nnL1, 0.0001, 0
0.3508752478683432, 4.548472675593124, 0.37458983, 0.8862285614013672, 55.34824562072754, nnL1, 0.0001, 0
0.0466039676815096, 13.31577107583977, 0.6024945, 0.45036202669143677, 87.95462346076965, nnL1, 0.0001, 0
0.00327297725772905, 24.850570123751897, 0.7923122, 0.2921646535396576, 93.49066543579102, nnL1, 0.0001, 0
0.17469293899286484, 7.577246486427647, 0.5282178, 0.7384467124938965, 66.79353284835815, nnL1, 0.0001, 0
0.15562996970324222, 8.07906767092822, 0.67544156, 0.5629260540008545, 64.42952966690063, nnL1, 0.0001, 0
0.09775791114488887, 10.09848086847228, 0.71566194, 0.4723598062992096, 68.32529067993164, nnL1, 0.0001, 0
0.03207380898912061, 14.938494615019447, 0.565865, 0.6907516121864319, 62.68536996841431, nnL1, 0.0001, 0
0.13592155752687013, 8.667116575244616, 0.39514804, 0.7649484872817993, 57.283363580703735, nnL1, 0.0001, 0
0.1228946282987144, 9.104670996295049, 0.34726474, 0.8158708810806274, 60.94620060920715, nnL1, 0.0001, 0
0.1207914286448984, 9.179638821411608, 0.5288677, 0.6889210939407349, 61.38952398300171, nnL1, 0.0001, 0
0.11104294587921497, 9.545090252563238, 0.6177862, 0.49532103538513184, 56.28815197944641, nnL1, 0.0001, 0
0.2471992847790299, 6.069527901243626, 0.26014706, 0.8534310460090637, 61.15447211265564, nnL1, 0.0001, 0
0.013075901181430477, 18.835283701749983, 0.5292643, 0.5472264289855957, 82.89627695083618, nnL1, 0.0001, 0
0.03089877813615619, 15.100586940126046, 0.22886421, 0.7245163917541504, 80.76394605636597, nnL1, 0.0001, 0
0.06901970284645483, 11.610269148275334, 0.63043046, 0.5876630544662476, 55.09022545814514, nnL1, 0.0001, 0
0.07830020375228507, 11.062371078222872, 0.4238409, 0.679879903793335, 87.94447255134583, nnL1, 0.0001, 0
0.09862317272034282, 10.060210302699616, 0.39402798, 0.7394068241119385, 86.39341807365417, nnL1, 0.0001, 0
0.20453970911024855, 6.892223660265761, 0.50455, 0.6049212217330933, 65.45164799690247, nnL1, 0.0001, 0
0.12053257179504406, 9.1889557682885, 0.56865025, 0.6034337282180786, 69.06230878829956, nnL1, 0.0001, 0
0.007556275289165143, 21.216922283061216, 0.6787111, 0.29775652289390564, 86.9955403804779, nnL1, 0.0001, 0
0.3675386488151998, 4.346969856012169, 0.3808627, 0.776925802230835, 81.27893042564392, nnL1, 0.0001, 0
0.07082289263389858, 11.498263392372522, 0.37561974, 0.675552248954773, 90.48796844482422, nnL1, 0.0001, 0
0.002352686650324917, 26.2843591179419, 0.80662996, 0.15475115180015564, 133.5822913646698, nnL1, 0.0001, 0
0.03730991156802801, 14.281757803229599, 0.36146083, 0.4782814085483551, 94.21917295455933, nnL1, 0.0001, 0
0.07133268622845129, 11.467114211184278, 0.60423326, 0.5605491399765015, 71.1774697303772, nnL1, 0.0001, 0
0.016280739831249436, 17.883258637386678, 0.6029196, 0.500576913356781, 67.13507986068726, nnL1, 0.0001, 0
0.0233798669457066, 16.311579647272087, 0.66389024, 0.4951774775981903, 61.87223267555237, nnL1, 0.0001, 0
0.027628828197430212, 15.586375341273452, 0.5665805, 0.5337550640106201, 65.29487895965576, nnL1, 0.0001, 0
0.01215628509558941, 19.15199123170131, 0.762146, 0.6031731963157654, 59.38011074066162, nnL1, 0.0001, 0
0.021870186038849635, 16.601475226184135, 0.5666847, 0.6411809325218201, 62.702672481536865, nnL1, 0.0001, 0
0.3372295948305457, 4.720743192560535, 0.44391176, 0.7744743824005127, 67.72180914878845, nnL1, 0.0001, 0
0.23315995769395417, 6.323460321537761, 0.4700092, 0.7734183073043823, 49.18511605262756, nnL1, 0.0001, 0
0.4053278274746853, 3.9219357907637393, 0.46668026, 0.6941726207733154, 56.088661909103394, nnL1, 0.0001, 0
0.03296004316757278, 14.820122281816456, 0.5895415, 0.6524828672409058, 72.0574197769165, nnL1, 0.0001, 0
0.0375094181897322, 14.258596721582201, 0.58357453, 0.48876065015792847, 96.91071057319641, nnL1, 0.0001, 0
0.14438093777285055, 8.404901417147295, 0.44687867, 0.7184169292449951, 86.95343494415283, nnL1, 0.0001, 0
0.0400417694298402, 13.974867394685273, 0.59614277, 0.4936652183532715, 68.96919894218445, nnL1, 0.0001, 0
0.09139833817331736, 10.39061700641654, 0.4528326, 0.6934365034103394, 84.83839297294617, nnL1, 0.0001, 0
0.03763625139678044, 14.243936391971026, 0.47422352, 0.6396768093109131, 77.03054022789001, nnL1, 0.0001, 0
0.06627764461353218, 11.78632934011332, 0.5036536, 0.6743242740631104, 85.88571882247925, nnL1, 0.0001, 0
0.0633098951542462, 11.98528405700927, 0.4324499, 0.7101532220840454, 79.45029139518738, nnL1, 0.0001, 0
0.06172983720149789, 12.095048683849779, 0.6119667, 0.5150282382965088, 68.46777963638306, nnL1, 0.0001, 0
0.03818556733049322, 14.181007526148122, 0.7456177, 0.47367751598358154, 60.138497829437256, nnL1, 0.0001, 0
0.09947691167093053, 10.022777061633892, 0.4583261, 0.6353281736373901, 80.27612709999084, nnL1, 0.0001, 0
0.20683256599449348, 6.843810800934975, 0.41061696, 0.470863401889801, 70.5477089881897, nnL1, 0.0001, 0
0.006142337779962391, 22.11666304477103, 0.60874635, 0.3938276767730713, 98.81001877784729, nnL1, 0.0001, 0
0.05660886804963326, 12.471155291767566, 0.21849799, 0.8744860291481018, 59.439831495285034, nnL1, 0.0001, 0
0.11778248164315372, 9.289192994596041, 0.5342327, 0.604566752910614, 61.41051506996155, nnL1, 0.0001, 0
0.059102115411455595, 12.283969743627303, 0.66965765, 0.5153297185897827, 60.098621129989624, nnL1, 0.0001, 0
0.00890122568304208, 20.505501876549566, 0.6645561, 0.5455188751220703, 64.04169654846191, nnL1, 0.0001, 0
0.008631175946554747, 20.63930030205097, 0.72272843, 0.4013204574584961, 98.31094002723694, nnL1, 0.0001, 0
0.14087602412910952, 8.511629137355136, 0.21943058, 0.752315878868103, 84.31330513954163, nnL1, 0.0001, 0
0.0363000520470374, 14.400927522717403, 0.6400196, 0.4768824279308319, 63.94652771949768, nnL1, 0.0001, 0
0.07920188960518612, 11.012644568534897, 0.6008258, 0.5409656167030334, 68.88349866867065, nnL1, 0.0001, 0
0.03672691077789222, 14.350156000657535, 0.46303773, 0.6365844011306763, 108.61980843544006, nnL1, 0.0001, 0
0.16788507161016047, 7.749879197378994, 0.5143364, 0.6521469950675964, 61.2572078704834, nnL1, 0.0001, 0
0.043351978711451696, 13.6299107526152, 0.5355792, 0.5906158089637756, 99.47170281410217, nnL1, 0.0001, 0
0.11050949540060903, 9.566004041244224, 0.36858305, 0.7496782541275024, 73.12922978401184, nnL1, 0.0001, 0
0.013150766060411993, 18.810489478495526, 0.6227218, 0.5698573589324951, 80.47468519210815, nnL1, 0.0001, 0
0.03727867468020989, 14.285395359452796, 0.44406056, 0.7722250819206238, 73.0671980381012, nnL1, 0.0001, 0
0.08317358813280576, 10.800145625220896, 0.6839343, 0.45817047357559204, 61.819679498672485, nnL1, 0.0001, 0
0.030149458817265034, 15.207204790390838, 0.52406263, 0.5634568333625793, 109.53608202934265, nnL1, 0.0001, 0
0.12641982914584743, 8.981848009491344, 0.33061, 0.6909540891647339, 79.40469288825989, nnL1, 0.0001, 0
0.11269137073710331, 9.481093384768904, 0.49164423, 0.6374789476394653, 75.3191466331482, nnL1, 0.0001, 0
0.06531734151247492, 11.849714998379735, 0.6845575, 0.5324720144271851, 61.4770781993866, nnL1, 0.0001, 0
0.01651945600260125, 17.82004258405372, 0.5874868, 0.5178320407867432, 75.57124519348145, nnL1, 0.0001, 0
0.04481727818930456, 13.485545222601125, 0.57047147, 0.4361242651939392, 63.230844020843506, nnL1, 0.0001, 0
0.03831144598459378, 14.166714561798328, 0.467145, 0.6527386903762817, 83.67197370529175, nnL1, 0.0001, 0
0.11869631528224957, 9.255627627423307, 0.58076376, 0.6284078359603882, 62.22028183937073, nnL1, 0.0001, 0
0.061894785276311044, 12.083459393663645, 0.42641997, 0.7546531558036804, 73.25594353675842, nnL1, 0.0001, 0
0.03031613903752423, 15.18326109816667, 0.5168198, 0.46701404452323914, 94.6459858417511, nnL1, 0.0001, 0
0.029268332463659195, 15.336020203902995, 0.6327351, 0.6212459802627563, 57.890554428100586, nnL1, 0.0001, 0
0.07901675870200343, 11.022807892167778, 0.554396, 0.6341326236724854, 76.28516864776611, nnL1, 0.0001, 0
0.47699305425731625, 3.2148794490052035, 0.4384409, 0.8002831339836121, 62.8396258354187, nnL1, 0.0001, 0
0.03982765858791133, 13.99815224402606, 0.6707248, 0.6473777294158936, 73.68609714508057, nnL1, 0.0001, 0
0.02569610306377818, 15.901327344983782, 0.51792836, 0.464810311794281, 71.17832040786743, nnL1, 0.0001, 0
0.039663567897548185, 14.016082218371613, 0.6731611, 0.3515871465206146, 93.66841101646423, nnL1, 0.0001, 0
0.07524931240392392, 11.234974641134672, 0.38618612, 0.607484757900238, 76.21006059646606, nnL1, 0.0001, 0
0.02126394115382708, 16.723562382732176, 0.5265228, 0.5939926505088806, 84.62477469444275, nnL1, 0.0001, 0
0.027376580251964447, 15.626208027490717, 0.4728491, 0.7260595560073853, 75.8869879245758, nnL1, 0.0001, 0
0.025394592427225006, 15.952587530274522, 0.63539636, 0.5036873817443848, 55.4446177482605, nnL1, 0.0001, 0
0.3492439638294618, 4.568710912931237, 0.39270234, 0.8473842144012451, 61.462674140930176, nnL1, 0.0001, 0
0.18179111838791498, 7.404273385471768, 0.4128197, 0.6353474259376526, 95.22911620140076, nnL1, 0.0001, 0
0.06230282686546728, 12.054922476550988, 0.4652897, 0.6168332099914551, 78.88940763473511, nnL1, 0.0001, 0
0.025160065321162196, 15.992882356996038, 0.504095, 0.5106510519981384, 105.25294756889343, nnL1, 0.0001, 0
0.1177399080187726, 9.29076307804936, 0.44134632, 0.7549870014190674, 70.58533501625061, nnL1, 0.0001, 0
0.19641562299227627, 7.068239711850721, 0.3000387, 0.8140391111373901, 78.63512754440308, nnL1, 0.0001, 0
0.14244088303040622, 8.463653426779015, 0.5344909, 0.679252028465271, 58.642091274261475, nnL1, 0.0001, 0
0.07304560229317708, 11.3640592562014, 0.6043068, 0.5208229422569275, 53.417076587677, nnL1, 0.0001, 0
0.055442034502471656, 12.561608412211985, 0.48471475, 0.6654146909713745, 84.37735152244568, nnL1, 0.0001, 0
0.04582568518656146, 13.388910327374195, 0.6526796, 0.4622568190097809, 48.3935272693634, nnL1, 0.0001, 0
0.014645721831160311, 18.34289218754361, 0.63817334, 0.5228476524353027, 77.29331278800964, nnL1, 0.0001, 0
0.021425618006525836, 16.690666423124394, 0.55341446, 0.6207143068313599, 65.64951872825623, nnL1, 0.0001, 0
0.02374696952453084, 16.243918051022153, 0.5272154, 0.5657246708869934, 80.29155015945435, nnL1, 0.0001, 0
0.390148268493551, 4.087703161747304, 0.5545716, 0.6663060784339905, 50.34447956085205, nnL1, 0.0001, 0
0.04619080080347439, 13.354445083852946, 0.50245214, 0.5786249041557312, 89.2360110282898, nnL1, 0.0001, 0
0.08553472098570286, 10.678575569495168, 0.48083088, 0.7010833621025085, 72.5125298500061, nnL1, 0.0001, 0
0.15167698397245255, 8.190803156675587, 0.44462228, 0.7531477212905884, 64.4637622833252, nnL1, 0.0001, 0
0.015405011703230985, 18.123379674121683, 0.522847, 0.5127241015434265, 91.91098666191101, nnL1, 0.0001, 0
0.23505682553147103, 6.288271333393096, 0.30162552, 0.8773717284202576, 95.10183048248291, nnL1, 0.0001, 0
0.018420862158720516, 17.34690047211244, 0.5988267, 0.4928039312362671, 82.08644771575928, nnL1, 0.0001, 0
0.1612503466906555, 7.924993429520636, 0.48198128, 0.6733320951461792, 57.86063098907471, nnL1, 0.0001, 0
0.01642519798094545, 17.844893869728125, 0.5824731, 0.6553080677986145, 72.01140189170837, nnL1, 0.0001, 0
0.28238403609284635, 5.4915985872772, 0.36039814, 0.7803148031234741, 70.18631386756897, nnL1, 0.0001, 0
0.22013607795497117, 6.573087753805652, 0.4352536, 0.7247400283813477, 70.68227672576904, nnL1, 0.0001, 0
